885,2019-09-21 00:01,18.3,0,4.9,986.7,1014.9,93.7
885,2019-09-21 00:02,18.2,0,4.8,986.7,1014.9,93.4
885,2019-09-21 00:03,18.2,0,4.2,986.8,1015,93.7
885,2019-09-21 00:04,18.2,0,4.6,986.8,1015,93.6
885,2019-09-21 00:05,18.2,0,5.2,986.7,1014.9,93.7
885,2019-09-21 00:06,18.2,0,4.8,986.8,1015,93.7
885,2019-09-21 00:07,18.2,0,4.2,986.8,1015,93.9
885,2019-09-21 00:08,18.1,0,3,986.8,1015,93.7
885,2019-09-21 00:09,18.1,0,4.2,986.8,1015,93.7
885,2019-09-21 00:10,18.1,0,6.4,986.8,1015,93.4
885,2019-09-21 00:11,18.1,0,4.3,986.9,1015.1,92.9
885,2019-09-21 00:12,18.1,0,4.1,986.9,1015.1,93.2
885,2019-09-21 00:13,18.1,0,3.9,986.9,1015.1,93.1
885,2019-09-21 00:14,18,0,5.6,986.8,1015,92.7
885,2019-09-21 00:15,18.1,0,5.1,986.8,1015,92.3
885,2019-09-21 00:16,18,0,4.3,986.8,1015,92.7
885,2019-09-21 00:17,18,0,4.2,986.8,1015,92.4
885,2019-09-21 00:18,18,0,3.7,986.7,1014.9,92.4
885,2019-09-21 00:19,18,0,4.5,986.7,1014.9,92.5
885,2019-09-21 00:20,18,0,4.4,986.6,1014.8,92.4
885,2019-09-21 00:21,18,0,3.8,986.6,1014.8,92.6
885,2019-09-21 00:22,17.9,0,5,986.6,1014.8,92.2
885,2019-09-21 00:23,18,0,5.1,986.6,1014.8,91.8
885,2019-09-21 00:24,18,0,4.5,986.6,1014.8,91.9
885,2019-09-21 00:25,18,0,5.7,986.6,1014.8,91.3
885,2019-09-21 00:26,18,0,4.9,986.6,1014.8,90.9
885,2019-09-21 00:27,18,0,4.6,986.6,1014.8,90.7
885,2019-09-21 00:28,18,0,6,986.5,1014.7,90.8
885,2019-09-21 00:29,18,0,5.4,986.5,1014.7,90.3
885,2019-09-21 00:30,18,0,4.8,986.5,1014.7,90.3
885,2019-09-21 00:31,18,0,5.2,986.5,1014.7,90.6
885,2019-09-21 00:32,18,0,4.1,986.5,1014.7,91.2
885,2019-09-21 00:33,17.9,0,4.1,986.5,1014.7,91.2
885,2019-09-21 00:34,18,0,4.9,986.4,1014.6,91.1
885,2019-09-21 00:35,18,0,4.4,986.5,1014.7,91.2
885,2019-09-21 00:36,18,0,3.9,986.4,1014.6,91.2
